,Antibiotic,Route,Combo,vtm_nm,vtm_id,vmp_nm,vmp_id,descr,England-adapted 2019 AWaRe category,UK-adapted 2024 AWaRe category
293,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 500mg powder for solution for injection vials,41950511000001105,solutionnebuliser.inhalation,Access,Access
294,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 500mg powder for solution for injection vials,41950511000001105,solutioninfusion.intravenous,Access,Access
295,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 500mg powder for solution for injection vials,41950511000001105,solutioninjection.intrapleural,Access,Access
296,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 500mg powder for solution for injection vials,41950511000001105,solutioninjection.intraarticular,Access,Access
108,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin 500mg/50ml infusion bags,22489111000001100,solutioninfusion.intravenous,Access,Access
104,Flucloxacillin,,False,Flucloxacillin,775979003,Flucloxacillin sodium 125mg/5ml oral suspension,22751511000001108,suspension.oral,Access,Access
18,Fosfomycin,intravenous,False,Fosfomycin,776041001,Fosfomycin 1g powder and solvent for solution for infusion vials,22491111000001100,solutioninfusion.intravenous,Reserve,Reserve
13,Fosfomycin,oral,False,Fosfomycin,776041001,Fosfomycin 250mg/5ml oral suspension,25194411000001108,suspension.oral,Access,Access
17,Fosfomycin,intravenous,False,Fosfomycin,776041001,Fosfomycin 2g powder for solution for infusion vials,24997511000001104,solutioninfusion.intravenous,Reserve,Reserve
14,Fosfomycin,oral,False,Fosfomycin,776041001,Fosfomycin 3g granules for oral solution sachets,18162111000001104,solution.oral,Access,Access
19,Fosfomycin,intravenous,False,Fosfomycin,776041001,Fosfomycin 4g powder for solution for infusion vials,22491511000001108,solutioninfusion.intravenous,Reserve,Reserve
15,Fosfomycin,oral,False,Fosfomycin,776041001,Fosfomycin 500mg capsules,21258811000001108,capsule.oral,Access,Access
16,Fosfomycin,intravenous,False,Fosfomycin,776041001,Fosfomycin 5g powder for solution for infusion vials,36809911000001112,solutioninfusion.intravenous,Reserve,Reserve
174,Fusidic acid,,False,Fusidic acid,776058006,Fusidic acid 1% modified-release eye drops,39020911000001103,solutiondropsmodified-release.ophthalmic,Access,Watch
210,Fusidic acid,,False,Fusidic acid,776058006,Fusidic acid 2% cream,41898711000001103,cream.cutaneous,Access,Watch
254,Fusidic acid,,False,Fusidic acid,776058006,Fusidic acid 2% gel,41740011000001109,gel.cutaneous,Access,Watch
367,Fusidic acid,,False,Fusidic acid,776058006,Fusidic acid 250mg/5ml oral suspension,41950611000001109,suspension.oral,Access,Watch
703,Gentamicin,,False,Gentamicin,776094005,Gentamicin 0.1% cream,18496211000001105,,Access,Access
318,Gentamicin,,False,Gentamicin,776094005,Gentamicin 0.3% ear/eye drops,42190211000001102,solutiondrops.ophthalmic,Access,Access
319,Gentamicin,,False,Gentamicin,776094005,Gentamicin 0.3% ear/eye drops,42190211000001102,solutiondrops.auricular,Access,Access
363,Gentamicin,,False,Gentamicin,776094005,Gentamicin 0.3% eye drops 0.5ml unit dose preservative free,36062811000001109,solutiondrops.ophthalmic,Access,Access
148,Gentamicin,,False,Gentamicin,776094005,Gentamicin 0.3% eye ointment,11378211000001104,ointment.ophthalmic,Access,Access
686,Gentamicin,,False,Gentamicin,776094005,Gentamicin 1.5% eye drops,42190311000001105,liquiddrops.ophthalmic,Access,Access
697,Gentamicin,,False,Gentamicin,776094005,Gentamicin 1.5% eye drops preservative free,36062911000001104,liquiddrops.ophthalmic,Access,Access
700,Gentamicin,,False,Gentamicin,776094005,Gentamicin 1.9% eye drops preservative free,16174211000001104,liquiddrops.ophthalmic,Access,Access
58,Gentamicin,,False,Gentamicin,776094005,Gentamicin 160mg/100ml infusion bags,38521211000001101,solutioninfusion.intravenous,Access,Access
728,Gentamicin,,False,Gentamicin,776094005,Gentamicin 20mg/2ml solution for injection ampoules,29903511000001102,solutioninjection.intravenous,Access,Access
729,Gentamicin,,False,Gentamicin,776094005,Gentamicin 20mg/2ml solution for injection ampoules,29903511000001102,solutioninfusion.intravenous,Access,Access
368,Gentamicin,,False,Gentamicin,776094005,Gentamicin 20mg/2ml solution for injection vials,36063011000001107,solutioninjection.intramuscular,Access,Access
369,Gentamicin,,False,Gentamicin,776094005,Gentamicin 20mg/2ml solution for injection vials,36063011000001107,solutioninjection.intravenous,Access,Access
370,Gentamicin,,False,Gentamicin,776094005,Gentamicin 20mg/2ml solution for injection vials,36063011000001107,solutioninfusion.intravenous,Access,Access
162,Gentamicin,,False,Gentamicin,776094005,Gentamicin 225mg implant,8750011000001100,implant.intralesional,Access,Access
166,Gentamicin,,False,Gentamicin,776094005,Gentamicin 240mg/100ml infusion bags,7652011000001101,solutioninfusion.intravenous,Access,Access
59,Gentamicin,,False,Gentamicin,776094005,Gentamicin 240mg/106ml infusion bags,38521311000001109,solutioninfusion.intravenous,Access,Access
36,Gentamicin,,False,Gentamicin,776094005,Gentamicin 240mg/6ml solution for injection pre-filled syringes,44028111000001104,solutioninjection.intravenous,Access,Access
731,Gentamicin,,False,Gentamicin,776094005,Gentamicin 240mg/80ml infusion bags,29951111000001100,solutioninfusion.intravenous,Access,Access
51,Gentamicin,,False,Gentamicin,776094005,Gentamicin 240mg/80ml infusion polyethylene bottles,39405311000001105,solutioninfusion.intravenous,Access,Access
163,Gentamicin,,False,Gentamicin,776094005,Gentamicin 28mg implant,8751411000001100,implant.intralesional,Access,Access
60,Gentamicin,,False,Gentamicin,776094005,Gentamicin 300mg/107.5ml infusion bags,38521411000001102,solutioninfusion.intravenous,Access,Access
721,Gentamicin,,False,Gentamicin,776094005,Gentamicin 30mg/5ml oral suspension,27800411000001108,suspension.oral,Access,Access
727,Gentamicin,,False,Gentamicin,776094005,Gentamicin 35mg/5ml oral suspension,29827911000001102,suspension.oral,Access,Access
167,Gentamicin,,False,Gentamicin,776094005,Gentamicin 360mg/100ml infusion bags,7652511000001109,solutioninfusion.intravenous,Access,Access
61,Gentamicin,,False,Gentamicin,776094005,Gentamicin 360mg/109ml infusion bags,38521511000001103,solutioninfusion.intravenous,Access,Access
732,Gentamicin,,False,Gentamicin,776094005,Gentamicin 360mg/120ml infusion bags,29951211000001106,solutioninfusion.intravenous,Access,Access
52,Gentamicin,,False,Gentamicin,776094005,Gentamicin 360mg/120ml infusion polyethylene bottles,39405411000001103,solutioninfusion.intravenous,Access,Access
374,Gentamicin,,False,Gentamicin,776094005,Gentamicin 40mg/1ml solution for injection ampoules,36050911000001105,solutioninjection.intramuscular,Access,Access
375,Gentamicin,,False,Gentamicin,776094005,Gentamicin 40mg/1ml solution for injection ampoules,36050911000001105,solutioninjection.intravenous,Access,Access
376,Gentamicin,,False,Gentamicin,776094005,Gentamicin 40mg/1ml solution for injection ampoules,36050911000001105,solutioninfusion.intravenous,Access,Access
62,Gentamicin,,False,Gentamicin,776094005,Gentamicin 440mg/111ml infusion bags,38521611000001104,solutioninfusion.intravenous,Access,Access
738,Gentamicin,,False,Gentamicin,776094005,Gentamicin 45mg/5ml oral solution,32749211000001108,solution.oral,Access,Access
525,Gentamicin,,False,Gentamicin,776094005,Gentamicin 50mg/5ml oral solution,8523611000001103,solution.oral,Access,Access
490,Gentamicin,,False,Gentamicin,776094005,Gentamicin 5mg/1ml solution for injection ampoules,4615711000001107,solutioninjection.intrathecal,Access,Access
491,Gentamicin,,False,Gentamicin,776094005,Gentamicin 5mg/1ml solution for injection ampoules,4615711000001107,solutioninjection.intracerebroventricular,Access,Access
576,Gentamicin,,False,Gentamicin,776094005,Gentamicin 62.5mg/5ml oral solution,12089911000001108,solution.oral,Access,Access
161,Gentamicin,,False,Gentamicin,776094005,Gentamicin 75mg implant,8748511000001108,implant.intralesional,Access,Access
577,Gentamicin,,False,Gentamicin,776094005,Gentamicin 75mg/5ml oral solution,12090011000001100,solution.oral,Access,Access
344,Gentamicin,,False,Gentamicin,776094005,Gentamicin 80mg/2ml solution for injection ampoules,36051011000001102,solutioninjection.intramuscular,Access,Access
345,Gentamicin,,False,Gentamicin,776094005,Gentamicin 80mg/2ml solution for injection ampoules,36051011000001102,solutioninjection.intravenous,Access,Access
346,Gentamicin,,False,Gentamicin,776094005,Gentamicin 80mg/2ml solution for injection ampoules,36051011000001102,solutioninfusion.intravenous,Access,Access
371,Gentamicin,,False,Gentamicin,776094005,Gentamicin 80mg/2ml solution for injection vials,36051111000001101,solutioninjection.intramuscular,Access,Access
372,Gentamicin,,False,Gentamicin,776094005,Gentamicin 80mg/2ml solution for injection vials,36051111000001101,solutioninjection.intravenous,Access,Access
373,Gentamicin,,False,Gentamicin,776094005,Gentamicin 80mg/2ml solution for injection vials,36051111000001101,solutioninfusion.intravenous,Access,Access
165,Gentamicin,,False,Gentamicin,776094005,Gentamicin 80mg/50ml infusion bags,7651311000001107,solutioninfusion.intravenous,Access,Access
730,Gentamicin,,False,Gentamicin,776094005,Gentamicin 80mg/80ml infusion bags,29951311000001103,solutioninfusion.intravenous,Access,Access
53,Gentamicin,,False,Gentamicin,776094005,Gentamicin 80mg/80ml infusion polyethylene bottles,39405511000001104,solutioninfusion.intravenous,Access,Access
442,Imipenem + Cilastatin,,True,Imipenem + Cilastatin,775245007,Imipenem 500mg / Cilastatin 500mg powder for solution for infusion vials,4396211000001103,solutioninfusion.intravenous,Reserve,Reserve
443,Imipenem + Cilastatin,,True,Imipenem + Cilastatin,775245007,Imipenem 500mg / Cilastatin 500mg powder for suspension for injection vials,41950811000001108,suspensioninjection.intramuscular-deep,Reserve,Reserve
734,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 100mg/ml nebuliser liquid ampoules,32522511000001104,solutionnebuliser.inhalation,Watch,Watch
40,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 125mg/5ml oral solution,43186411000001109,solution.oral,Watch,Watch
316,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 250mg tablets,39697411000001109,tablet.oral,Watch,Watch
317,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 500mg tablets,41951211000001101,tablet.oral,Watch,Watch
711,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 500mg/100ml infusion bags,19448711000001105,solutioninfusion.intravenous,Watch,Watch
719,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 500mg/100ml solution for infusion bottles,23108311000001101,solutioninfusion.intravenous,Watch,Watch
489,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 500mg/100ml solution for infusion vials,36038911000001106,solutioninfusion.intravenous,Watch,Watch
41,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 50mg/5ml oral suspension,43186511000001108,suspension.oral,Watch,Watch
541,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 5mg/ml eye drops,10228011000001109,solutiondrops.ophthalmic,Watch,Watch
744,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 5mg/ml eye drops 0.3ml unit dose preservative free,33550711000001102,solutiondrops.ophthalmic,Watch,Watch
687,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 5mg/ml eye drops 0.5ml unit dose preservative free,14253011000001103,solutiondrops.ophthalmic,Watch,Watch
769,Levofloxacin,,False,Levofloxacin,776517005,Levofloxacin 5mg/ml eye drops preservative free,39097511000001103,solutiondrops.ophthalmic,Watch,Watch
505,Linezolid,,False,Linezolid,776544000,Linezolid 100mg/5ml oral suspension,39718111000001106,suspension.oral,Reserve,Reserve
458,Linezolid,,False,Linezolid,776544000,Linezolid 600mg tablets,41951311000001109,tablet.oral,Reserve,Reserve
499,Linezolid,,False,Linezolid,776544000,Linezolid 600mg/300ml infusion bags,36040111000001105,solutioninfusion.intravenous,Reserve,Reserve
758,Linezolid,,False,Linezolid,776544000,Linezolid 600mg/300ml solution for infusion bottles,36441911000001108,solutioninfusion.intravenous,Reserve,Reserve
235,Lymecycline,,False,Lymecycline,776593005,Lymecycline 408mg capsules,41951411000001102,capsule.oral,Watch,Watch
435,Meropenem,,False,Meropenem,776694006,Meropenem 1g powder for solution for injection vials,41951511000001103,solutioninjection.intravenous,Reserve,Reserve
436,Meropenem,,False,Meropenem,776694006,Meropenem 1g powder for solution for injection vials,41951511000001103,solutioninfusion.intravenous,Reserve,Reserve
782,Meropenem,,False,Meropenem,776694006,Meropenem 2g powder for solution for injection vials,42337111000001109,solutioninjection.intravenous,Reserve,Reserve
783,Meropenem,,False,Meropenem,776694006,Meropenem 2g powder for solution for injection vials,42337111000001109,solutioninfusion.intravenous,Reserve,Reserve
437,Meropenem,,False,Meropenem,776694006,Meropenem 500mg powder for solution for injection vials,41951611000001104,solutioninjection.intravenous,Reserve,Reserve
438,Meropenem,,False,Meropenem,776694006,Meropenem 500mg powder for solution for injection vials,41951611000001104,solutioninfusion.intravenous,Reserve,Reserve
73,Meropenem + Vaborbactam,,True,Meropenem + Vaborbactam,776695007,Meropenem 1g / Vaborbactam 1g powder for solution for infusion vials,37914011000001102,solutioninfusion.intravenous,Reserve,Reserve
339,Methenamine,,False,Methenamine,776725009,Methenamine hippurate 1g tablets,41951711000001108,tablet.oral,Other,Other
311,Metronidazole,,False,Metronidazole,776774005,Metronidazole 0.75% cream,41902911000001105,cream.cutaneous,Access,Access
315,Metronidazole,,False,Metronidazole,776774005,Metronidazole 0.75% gel,41742611000001101,gel.cutaneous,Access,Access
708,Metronidazole,,False,Metronidazole,776774005,Metronidazole 0.75% vaginal gel,41742711000001105,gel.vaginal,Access,Access
310,Metronidazole,,False,Metronidazole,776774005,Metronidazole 0.8% gel,41742811000001102,gel.cutaneous,Access,Access
707,Metronidazole,,False,Metronidazole,776774005,Metronidazole 0.85% gel,18684411000001104,gel.cutaneous,Access,Access
487,Metronidazole,,False,Metronidazole,776774005,Metronidazole 1% cream,41903011000001102,cream.cutaneous,Access,Access
747,Metronidazole,,False,Metronidazole,776774005,Metronidazole 10% ointment,34378211000001106,,Access,Access
506,Metronidazole,,False,Metronidazole,776774005,Metronidazole 100mg/20ml solution for infusion ampoules,34194011000001108,solutioninfusion.intravenous,Access,Access
666,Metronidazole,,False,Metronidazole,776774005,Metronidazole 100mg/5ml oral solution,13007811000001103,solution.oral,Access,Access
665,Metronidazole,,False,Metronidazole,776774005,Metronidazole 100mg/5ml oral suspension,13007911000001108,suspension.oral,Access,Access
350,Metronidazole,,False,Metronidazole,776774005,Metronidazole 1g suppositories,41951811000001100,suppository.rectal,Access,Access
526,Metronidazole,,False,Metronidazole,776774005,Metronidazole 2% cream,8797011000001108,cream.cutaneous,Access,Access
750,Metronidazole,,False,Metronidazole,776774005,Metronidazole 200mg suppositories,34607211000001108,suppository.rectal,Access,Access
209,Metronidazole,,False,Metronidazole,776774005,Metronidazole 200mg tablets,41951911000001105,tablet.oral,Access,Access
667,Metronidazole,,False,Metronidazole,776774005,Metronidazole 200mg/5ml oral solution,13008011000001105,solution.oral,Access,Access
252,Metronidazole,,False,Metronidazole,776774005,Metronidazole 200mg/5ml oral suspension,41952011000001103,suspension.oral,Access,Access
507,Metronidazole,,False,Metronidazole,776774005,Metronidazole 25% oromucosal gel sugar free,41742911000001107,gel.gingival,Access,Access
212,Metronidazole,,False,Metronidazole,776774005,Metronidazole 400mg tablets,41952111000001102,tablet.oral,Access,Access
351,Metronidazole,,False,Metronidazole,776774005,Metronidazole 500mg suppositories,41952211000001108,suppository.rectal,Access,Access
218,Metronidazole,,False,Metronidazole,776774005,Metronidazole 500mg tablets,41952311000001100,tablet.oral,Access,Access
329,Metronidazole,,False,Metronidazole,776774005,Metronidazole 500mg/100ml infusion 100ml bags,36035611000001106,solutioninjection.intravenous,Access,Access
330,Metronidazole,,False,Metronidazole,776774005,Metronidazole 500mg/100ml infusion 100ml bags,36035611000001106,solutioninfusion.intravenous,Access,Access
751,Metronidazole,,False,Metronidazole,776774005,Metronidazole 500mg/100ml solution for infusion bottles,34617211000001105,solutioninfusion.intravenous,Access,Access
736,Metronidazole,,False,Metronidazole,776774005,Metronidazole 500mg/5ml oral suspension,32655011000001106,suspension.oral,Access,Access
669,Metronidazole,,False,Metronidazole,776774005,Metronidazole 50mg/5ml oral solution,13008111000001106,solution.oral,Access,Access
668,Metronidazole,,False,Metronidazole,776774005,Metronidazole 50mg/5ml oral suspension,13008211000001100,suspension.oral,Access,Access
24,Minocycline,oral,False,Minocycline,776800005,Minocycline 100mg capsules,39700811000001104,capsule.oral,Watch,Watch
22,Minocycline,oral,False,Minocycline,776800005,Minocycline 100mg modified-release capsules,36565111000001104,capsulemodified-release.oral,Watch,Watch
20,Minocycline,oral,False,Minocycline,776800005,Minocycline 100mg tablets,39700911000001112,tablet.oral,Watch,Watch
23,Minocycline,oral,False,Minocycline,776800005,Minocycline 50mg capsules,39700611000001104,capsule.oral,Watch,Watch
21,Minocycline,oral,False,Minocycline,776800005,Minocycline 50mg tablets,39700711000001104,tablet.oral,Watch,Watch
26,Minocycline,oral,False,Minocycline,776800005,Minocycline 50mg/5ml oral solution,13010711000001108,solution.oral,Watch,Watch
25,Minocycline,oral,False,Minocycline,776800005,Minocycline 50mg/5ml oral suspension,13010811000001100,suspension.oral,Watch,Watch
100,Moxifloxacin,,False,Moxifloxacin,776831003,Moxifloxacin 0.3mg/0.3ml solution for injection pre-filled syringes,23349111000001109,solutioninjection.intracameral,Watch,Watch
704,Moxifloxacin,,False,Moxifloxacin,776831003,Moxifloxacin 0.5% eye drops,18482711000001103,solutiondrops.ophthalmic,Watch,Watch
88,Moxifloxacin,,False,Moxifloxacin,776831003,Moxifloxacin 0.5mg/0.5ml solution for injection pre-filled syringes,33158911000001106,solutioninjection.intracameral,Watch,Watch
171,Moxifloxacin,,False,Moxifloxacin,776831003,Moxifloxacin 400mg tablets,41952411000001107,tablet.oral,Watch,Watch
543,Moxifloxacin,,False,Moxifloxacin,776831003,Moxifloxacin 400mg/250ml infusion bags,36028511000001101,solutioninfusion.intravenous,Watch,Watch
701,Moxifloxacin,,False,Moxifloxacin,776831003,Moxifloxacin 400mg/250ml solution for infusion bottles,16756911000001108,solutioninfusion.intravenous,Watch,Watch
757,Moxifloxacin,,False,Moxifloxacin,776831003,Moxifloxacin 400mg/5ml oral solution,36003311000001109,solution.oral,Watch,Watch
380,Nalidixic Acid,,False,Nalidixic acid,776859002,Nalidixic acid 300mg/5ml oral suspension,41952511000001106,suspension.oral,Other,Other
379,Nalidixic Acid,,False,Nalidixic acid,776859002,Nalidixic acid 300mg/5ml oral suspension sugar free,36028911000001108,suspension.oral,Other,Other
336,Nalidixic Acid,,False,Nalidixic acid,776859002,Nalidixic acid 500mg tablets,41956711000001102,tablet.oral,Other,Other
512,Neomycin,,False,Neomycin,776885003,Neomycin 0.5% cream,14614911000001109,cream.cutaneous,Watch,Watch
378,Neomycin,,False,Neomycin,776885003,Neomycin 0.5% eye drops,42193211000001107,solutiondrops.ophthalmic,Watch,Watch
381,Neomycin,,False,Neomycin,776885003,Neomycin 0.5% eye drops 0.5ml unit dose preservative free,36030611000001103,solutiondrops.ophthalmic,Watch,Watch
382,Neomycin,,False,Neomycin,776885003,Neomycin 0.5% eye ointment,42193311000001104,ointment.ophthalmic,Watch,Watch
578,Neomycin,,False,Neomycin,776885003,Neomycin 100mg/5ml oral solution,12301911000001109,solution.oral,Watch,Watch
28,Neomycin,,False,Neomycin,776885003,Neomycin 125mg/5ml oral solution,41952611000001105,solution.oral,Watch,Watch
377,Neomycin,,False,Neomycin,776885003,Neomycin 500mg tablets,41952711000001101,tablet.oral,Watch,Watch
579,Neomycin,,False,Neomycin,776885003,Neomycin 500mg/5ml oral solution,12302011000001102,solution.oral,Watch,Watch
248,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 100mg capsules,41952811000001109,capsule.oral,Access,Access
251,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 100mg modified-release capsules,39108511000001108,capsulemodified-release.oral,Access,Access
250,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 100mg tablets,41952911000001104,tablet.oral,Access,Access
581,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 100mg/5ml oral solution,12862811000001106,solution.oral,Access,Access
580,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 100mg/5ml oral suspension,12862911000001101,suspension.oral,Access,Access
583,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 10mg/5ml oral solution,12863011000001109,solution.oral,Access,Access
582,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 10mg/5ml oral suspension,12863111000001105,suspension.oral,Access,Access
585,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 11mg/5ml oral solution,12863211000001104,solution.oral,Access,Access
584,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 11mg/5ml oral suspension,12863311000001107,suspension.oral,Access,Access
587,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 12.5mg/5ml oral solution,12863411000001100,solution.oral,Access,Access
586,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 12.5mg/5ml oral suspension,12863511000001101,suspension.oral,Access,Access
589,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 125mg/5ml oral solution,12863611000001102,solution.oral,Access,Access
588,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 125mg/5ml oral suspension,12863711000001106,suspension.oral,Access,Access
591,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 12mg/5ml oral solution,12863811000001103,solution.oral,Access,Access
590,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 12mg/5ml oral suspension,12863911000001108,suspension.oral,Access,Access
593,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 13.5mg/5ml oral solution,12864011000001106,solution.oral,Access,Access
592,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 13.5mg/5ml oral suspension,12864111000001107,suspension.oral,Access,Access
595,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 13mg/5ml oral solution,12864211000001101,solution.oral,Access,Access
594,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 13mg/5ml oral suspension,12864311000001109,suspension.oral,Access,Access
597,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 14mg/5ml oral solution,12864411000001102,solution.oral,Access,Access
596,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 14mg/5ml oral suspension,12864511000001103,suspension.oral,Access,Access
599,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 15mg/5ml oral solution,12864611000001104,solution.oral,Access,Access
598,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 15mg/5ml oral suspension,12864711000001108,suspension.oral,Access,Access
601,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 16mg/5ml oral solution,12864811000001100,solution.oral,Access,Access
600,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 16mg/5ml oral suspension,12864911000001105,suspension.oral,Access,Access
603,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 17.5mg/5ml oral solution,12893811000001100,solution.oral,Access,Access
602,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 17.5mg/5ml oral suspension,12894011000001108,suspension.oral,Access,Access
605,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 17mg/5ml oral solution,12894111000001109,solution.oral,Access,Access
604,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 17mg/5ml oral suspension,12894211000001103,suspension.oral,Access,Access
607,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 18.75mg/5ml oral solution,12894311000001106,solution.oral,Access,Access
606,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 18.75mg/5ml oral suspension,12894511000001100,suspension.oral,Access,Access
609,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 18mg/5ml oral solution,12894611000001101,solution.oral,Access,Access
608,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 18mg/5ml oral suspension,12894711000001105,suspension.oral,Access,Access
612,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 1mg/5ml oral solution,12895111000001108,solution.oral,Access,Access
610,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 1mg/5ml oral suspension,12894811000001102,suspension.oral,Access,Access
616,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 2.5mg/5ml oral solution,12904811000001105,solution.oral,Access,Access
613,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 2.5mg/5ml oral suspension,12904111000001103,suspension.oral,Access,Access
619,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 20mg/5ml oral solution,12904211000001109,solution.oral,Access,Access
618,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 20mg/5ml oral suspension,12904311000001101,suspension.oral,Access,Access
621,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 22mg/5ml oral solution,12904411000001108,solution.oral,Access,Access
620,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 22mg/5ml oral suspension,12904511000001107,suspension.oral,Access,Access
623,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 24mg/5ml oral solution,12904611000001106,solution.oral,Access,Access
622,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 24mg/5ml oral suspension,12904711000001102,suspension.oral,Access,Access
625,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 25mg/5ml oral solution,12904911000001100,solution.oral,Access,Access
624,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 25mg/5ml oral suspension,41953011000001107,suspension.oral,Access,Access
328,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 25mg/5ml oral suspension sugar free,36565611000001103,suspension.oral,Access,Access
627,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 2mg/5ml oral solution,12905011000001100,solution.oral,Access,Access
626,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 2mg/5ml oral suspension,12905111000001104,suspension.oral,Access,Access
629,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 30mg/5ml oral solution,12933911000001106,solution.oral,Access,Access
628,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 30mg/5ml oral suspension,12934011000001109,suspension.oral,Access,Access
631,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 32.5mg/5ml oral solution,12934111000001105,solution.oral,Access,Access
630,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 32.5mg/5ml oral suspension,12934211000001104,suspension.oral,Access,Access
633,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 35mg/5ml oral solution,12934311000001107,solution.oral,Access,Access
632,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 35mg/5ml oral suspension,12934411000001100,suspension.oral,Access,Access
635,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 40mg/5ml oral solution,12934511000001101,solution.oral,Access,Access
634,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 40mg/5ml oral suspension,12934611000001102,suspension.oral,Access,Access
637,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 45mg/5ml oral solution,12934711000001106,solution.oral,Access,Access
